enderecos,lon,lat,endereco_completo
"AV. QUATORZE DE DEZEMBRO,88 - CENTRO, Caieiras - SP, 07700-000",-46.7455258,-23.3610577,"AV. QUATORZE DE DEZEMBRO,88 - CENTRO, Caieiras - SP, 07700-000"
"AVENIDA PAULICEIA, 917 - LARANJEIRAS, Caieiras - SP, 07700-000",-46.7152915,-23.3914715,"AVENIDA PAULICEIA, 917 - LARANJEIRAS, Caieiras - SP, 07700-000"
"AV PROF CARVALHO PINTO, 226 - CENTRO, Caieiras - SP, 07700-000",-46.7475281,-23.3632345,"AV PROF CARVALHO PINTO, 226 - CENTRO, Caieiras - SP, 07700-000"
"RUA MANOEL MARIANO DE SOUZA, 200 - CENTRO, Caiuá - SP, 19450-000",-51.9910156,-21.8323497,"RUA MANOEL MARIANO DE SOUZA, 200 - CENTRO, Caiuá - SP, 19450-000"
"AV. BRASIL, 952 - CENTRO, Caiçara - RS, 98440-000",-53.4324476,-27.2741392,"AV. BRASIL, 952 - CENTRO, Caiçara - RS, 98440-000"
"AV VEREADOR JOAQUIM PEREIRA BARBOSA, 278 - JORDANESIA, Cajamar - SP, 07776-450",-46.8398539,-23.3344646,"AV VEREADOR JOAQUIM PEREIRA BARBOSA, 278 - JORDANESIA, Cajamar - SP, 07776-450"
"AVENIDA DOMINGO ALONSO LOPEZ, NUM 66 - ALTOS DE JORDANESIA, Cajamar - SP, 07786-495",-46.8359386,-23.3351701,"AVENIDA DOMINGO ALONSO LOPEZ, NUM 66 - ALTOS DE JORDANESIA, Cajamar - SP, 07786-495"
"AVENIDA TENENTE MARQUES, NUM 2216 - POLVILHO, Cajamar - SP, 07790-500",-46.8436554,-23.4093216,"AVENIDA TENENTE MARQUES, NUM 2216 - POLVILHO, Cajamar - SP, 07790-500"
"AV. VER. JOAQUIM PEREIRA BARBOSA, 143 - CENTRO, Cajamar - SP, 07750-000",-46.8385481,-23.3344857,"AV. VER. JOAQUIM PEREIRA BARBOSA, 143 - CENTRO, Cajamar - SP, 07750-000"
"AV. TENENTE MARQUES, 1.867 - POLVILHO, Cajamar - SP, 07770-000",-46.8421817,-23.4096465,"AV. TENENTE MARQUES, 1.867 - POLVILHO, Cajamar - SP, 07770-000"
"AV.VEREADOR JOAQUIM PEREIRA - CENTRO, Cajamar - SP, 07760-000",-46.8419637,-23.3351305,"AV.VEREADOR JOAQUIM PEREIRA - CENTRO, Cajamar - SP, 07760-000"
"AVENIDA TENENTE MARQUES, 1780 - BAIRRO POLVILHO, Cajamar - SP, 07750-000",-46.8393051,-23.4096332,"AVENIDA TENENTE MARQUES, 1780 - BAIRRO POLVILHO, Cajamar - SP, 07750-000"
"RUA VEREADOR MARIO MARCOLONGO, 83 - JORDANÉSIA, Cajamar - SP, 07776-430",-46.8375535,-23.335303,"RUA VEREADOR MARIO MARCOLONGO, 83 - JORDANÉSIA, Cajamar - SP, 07776-430"
"AVENIDA VEREADOR JOAQUIM PEREIRA - JORDANESIA, Cajamar - SP, 07760-000",-46.8419637,-23.3351305,"AVENIDA VEREADOR JOAQUIM PEREIRA - JORDANESIA, Cajamar - SP, 07760-000"
"R.ALOIS HOLD,83 - CENTRO, Cajati - SP, 11950-000",-48.1135422,-24.7266842,"R.ALOIS HOLD,83 - CENTRO, Cajati - SP, 11950-000"
"RUA JOAO PEDRO JORGE NUM 113 - BICO DO PATO, Cajati - SP, 11950-000",-48.1109219,-24.7255525,"RUA JOAO PEDRO JORGE NUM 113 - BICO DO PATO, Cajati - SP, 11950-000"
"AV. FERNANDO COSTA, 741 - CENTRO, Cajati - SP, 11950-000",-48.1144645,-24.7271971,"AV. FERNANDO COSTA, 741 - CENTRO, Cajati - SP, 11950-000"
"AV. FERNANDO COSTA, 620 - CENTRO, Cajati - SP, 11950-000",-48.1196914,-24.7291433,"AV. FERNANDO COSTA, 620 - CENTRO, Cajati - SP, 11950-000"
"R.CEL.JUVENCIO CARNEIRO,410 - CENTRO, Cajazeiras - PB, 58900-000",-38.5571058,-6.8883754,"R.CEL.JUVENCIO CARNEIRO,410 - CENTRO, Cajazeiras - PB, 58900-000"
"RUA CEL. JUVENCIO CARNEIRO, NUM 290 - CENTRO, Cajazeiras - PB, 58900-000",-38.5582083,-6.8882896,"RUA CEL. JUVENCIO CARNEIRO, NUM 290 - CENTRO, Cajazeiras - PB, 58900-000"
"RUA PADRE ROLIM, 653 - CENTRO, Cajazeiras - PB, 58900-000",-38.556613,-6.887363,"RUA PADRE ROLIM, 653 - CENTRO, Cajazeiras - PB, 58900-000"
"RUA CEL. JUVENCIO CARNEIRO, 356 - CENTRO, Cajazeiras - PB, 58900-000",-38.5576005,-6.8884712,"RUA CEL. JUVENCIO CARNEIRO, 356 - CENTRO, Cajazeiras - PB, 58900-000"
"RUA PADRE ROLIM, 136 - CENTRO, Cajazeiras - PB, 58900-000",-38.560214,-6.887042,"RUA PADRE ROLIM, 136 - CENTRO, Cajazeiras - PB, 58900-000"
"AVENIDA COM. VITAL  ROLIM,, 724 - CENTRO, Cajazeiras - PB, 58900-000",-38.5528241,-6.8881626,"AVENIDA COM. VITAL  ROLIM,, 724 - CENTRO, Cajazeiras - PB, 58900-000"
"PCA.MONS.JOSE MARIA S.BEZERRA,231 - CENTRO, Cajobi - SP, 15410-000",-48.8109,-20.876,"PCA.MONS.JOSE MARIA S.BEZERRA,231 - CENTRO, Cajobi - SP, 15410-000"
"PCA.MONSENHOR JOSE MARIA SOARES - CENTRO, Cajobi - SP, 15410-000",-48.8098216,-20.8801712,"PCA.MONSENHOR JOSE MARIA SOARES - CENTRO, Cajobi - SP, 15410-000"
"LGO.SAO BENTO,771 - CENTRO, Cajuru - SP, 14240-000",-47.3041059,-21.2755055,"LGO.SAO BENTO,771 - CENTRO, Cajuru - SP, 14240-000"
"RUA DONA MARIA PIRES, NUM 685 - CENTRO, Cajuru - SP, 14240-000",-47.3037719,-21.2704204,"RUA DONA MARIA PIRES, NUM 685 - CENTRO, Cajuru - SP, 14240-000"
"RUA JOSE BONIFACIO, 748 - CENTRO, Cajuru - SP, 14240-000",-47.3036557,-21.275318,"RUA JOSE BONIFACIO, 748 - CENTRO, Cajuru - SP, 14240-000"
"RUA SAMPAIO MOREIRA, 1000 - CENTRO, Cajuru - SP, 14240-000",-47.3042669,-21.2694357,"RUA SAMPAIO MOREIRA, 1000 - CENTRO, Cajuru - SP, 14240-000"
"PCA.DR.PAIVA DE OLIVEIRA,500 - CENTRO, Caldas - MG, 37780-000",-46.3895539,-21.923302,"PCA.DR.PAIVA DE OLIVEIRA,500 - CENTRO, Caldas - MG, 37780-000"
"PRACA MELO VIANA, NUM 261 - CENTRO, Caldas - MG, 37780-000",-46.3873901,-21.9243141,"PRACA MELO VIANA, NUM 261 - CENTRO, Caldas - MG, 37780-000"
"R.CAP.JOAO CRISOSTOMO,325 - CENTRO, Caldas Novas - GO, 75690-000",-48.6233869,-17.7406342,"R.CAP.JOAO CRISOSTOMO,325 - CENTRO, Caldas Novas - GO, 75690-000"
"AVENIDA CORONEL BENTO DE GODOY, Q 15 - CENTRO, Caldas Novas - GO, 75680-021",-48.6261383,-17.7462405,"AVENIDA CORONEL BENTO DE GODOY, Q 15 - CENTRO, Caldas Novas - GO, 75680-021"
"AVENIDA ANTONIO SANCHES FERNANDES, Q 27 - ESTANCIA ITAGUAI, Caldas Novas - GO, 75682-000",-48.618903,-17.759053,"AVENIDA ANTONIO SANCHES FERNANDES, Q 27 - ESTANCIA ITAGUAI, Caldas Novas - GO, 75682-000"
"RUA MAJOR VICTOR, 264 - CENTRO, Caldas Novas - GO, 75690-000",-48.6251638,-17.7435204,"RUA MAJOR VICTOR, 264 - CENTRO, Caldas Novas - GO, 75690-000"
"RUA CORONEL JOAO BATISTA - CENTRO, Caldas Novas - GO, 75690-000",-48.624178,-17.7415403,"RUA CORONEL JOAO BATISTA - CENTRO, Caldas Novas - GO, 75690-000"
"AVENIDA CEL BENTO DE GODOY, 877 - CENTRO, Caldas Novas - GO, 75690-000",-48.6259631,-17.7462689,"AVENIDA CEL BENTO DE GODOY, 877 - CENTRO, Caldas Novas - GO, 75690-000"
"R CEL JOAO BATISTA S/N - CENTRO, Caldas Novas - GO, 75690-000",-48.624178,-17.7415403,"R CEL JOAO BATISTA S/N - CENTRO, Caldas Novas - GO, 75690-000"
"AV. GETÚLIO VARGAS, 110 - CENTRO, Califórnia - PR, 86820-000",-51.3585987,-23.6665405,"AV. GETÚLIO VARGAS, 110 - CENTRO, Califórnia - PR, 86820-000"
"R.ALTO SUMARE,31 - CENTRO, Camacan - BA, 45880-000",-39.495408,-15.418395,"R.ALTO SUMARE,31 - CENTRO, Camacan - BA, 45880-000"
"PRACA MARIO BATISTA, NUM S/N - CENTRO, Camacan - BA, 45880-000",-39.4978261,-15.420637,"PRACA MARIO BATISTA, NUM S/N - CENTRO, Camacan - BA, 45880-000"
"AV. DR. JOAO VARGENS, 81 - CENTRO, Camacan - BA, 45880-000",-39.4968769,-15.4189943,"AV. DR. JOAO VARGENS, 81 - CENTRO, Camacan - BA, 45880-000"
"AV.JOAO VARGENS, 89 - CENTRO, Camacan - BA, 45880-000",-39.4969004,-15.4188834,"AV.JOAO VARGENS, 89 - CENTRO, Camacan - BA, 45880-000"
"R.DJALMA DUTRA,130 - CIDADE BAIXA, Camamu - BA, 45445-000",-39.1061613,-13.941664,"R.DJALMA DUTRA,130 - CIDADE BAIXA, Camamu - BA, 45445-000"
"RUA CLOTILDE SALGADO ZENHA, NUM 180 - CIDADE BAIXA, Camamu - BA, 45445-000",-39.1018108,-13.9467219,"RUA CLOTILDE SALGADO ZENHA, NUM 180 - CIDADE BAIXA, Camamu - BA, 45445-000"
"PRACA DO MERCADO, S/N - CIDADE BAIXA, Camamu - BA, 45445-000",-39.0966214,-13.9240494,"PRACA DO MERCADO, S/N - CIDADE BAIXA, Camamu - BA, 45445-000"
"PCA.SEN.FRANCISCO ESCOBAR,70 - CENTRO, Camanducaia - MG, 37650-000",-46.1453633,-22.7554834,"PCA.SEN.FRANCISCO ESCOBAR,70 - CENTRO, Camanducaia - MG, 37650-000"
"PRACA SENADOR FRANCISCO ESCOBAR, NUM 81 - CENTRO, Camanducaia - MG, 37650-000",-46.1451003,-22.7559231,"PRACA SENADOR FRANCISCO ESCOBAR, NUM 81 - CENTRO, Camanducaia - MG, 37650-000"
"PCA DA ARVORE, 40 - CENTRO, Camanducaia - MG, 37653-000",-46.035588,-22.8627791,"PCA DA ARVORE, 40 - CENTRO, Camanducaia - MG, 37653-000"
"AV.RIO BRANCO, 457 - CENTRO, Camanducaia - MG, 37650-000",-46.137759,-22.751933,"AV.RIO BRANCO, 457 - CENTRO, Camanducaia - MG, 37650-000"
"PRACA DOUTOR BENJAMIN DE MACEDO, 162 - CENTRO, Camanducaia - MG, 37650-000",-46.1472207,-22.7563396,"PRACA DOUTOR BENJAMIN DE MACEDO, 162 - CENTRO, Camanducaia - MG, 37650-000"
"R.CAMPO GRANDE,255 - CENTRO, Camapuã - MS, 79420-000",-54.0431911,-19.5331176,"R.CAMPO GRANDE,255 - CENTRO, Camapuã - MS, 79420-000"
"RUA CANDIDO SEVERINO, S/N - CENTRO, Camapuã - MS, 79420-000",-54.0446019,-19.5327712,"RUA CANDIDO SEVERINO, S/N - CENTRO, Camapuã - MS, 79420-000"
"R.ANTONIO JOSE CENTENO,373 - CENTRO, Camaquã - RS, 96180-000",-51.8078875,-30.852483,"R.ANTONIO JOSE CENTENO,373 - CENTRO, Camaquã - RS, 96180-000"
"RUA MARECHAL FLORIANO, NUM 1000 - CENTRO, Camaquã - RS, 96780-034",-51.8090861,-30.8528487,"RUA MARECHAL FLORIANO, NUM 1000 - CENTRO, Camaquã - RS, 96780-034"
"AV. PRESIDENTE VARGAS, 672 - CENTRO, Camaquã - RS, 96180-000",-51.8142848,-30.84904,"AV. PRESIDENTE VARGAS, 672 - CENTRO, Camaquã - RS, 96180-000"
"R JULIO DE CASTILHOS, 336 - CENTRO, Camaquã - RS, 96180-000",-51.8122436,-30.8529391,"R JULIO DE CASTILHOS, 336 - CENTRO, Camaquã - RS, 96180-000"
"AV. PRESIDENTE VARGAS, 471 - CENTRO, Camaquã - RS, 96180-000",-51.8145517,-30.8510649,"AV. PRESIDENTE VARGAS, 471 - CENTRO, Camaquã - RS, 96180-000"
"AV. PRESIDENTE VARGAS, 361 - CENTRO, Camaquã - RS, 96180-000",-51.8144583,-30.8519469,"AV. PRESIDENTE VARGAS, 361 - CENTRO, Camaquã - RS, 96180-000"
"AV.DR.BELMINO CORREIA,480 - CENTRO, Camaragibe - PE, 54759-000",-34.9807605,-8.0204796,"AV.DR.BELMINO CORREIA,480 - CENTRO, Camaragibe - PE, 54759-000"
"AVENIDA DOUTOR BELMINO CORREIA, NUM 491 - BAIRRO NOVO DO CARMELO, Camaragibe - PE, 54762-303",-34.981588,-8.02061,"AVENIDA DOUTOR BELMINO CORREIA, NUM 491 - BAIRRO NOVO DO CARMELO, Camaragibe - PE, 54762-303"
"AV. DOUTOR BELMINO CORREIA, 769 - NOVO CARMELO, Camaragibe - PE, 54762-303",-34.9756541,-8.0194679,"AV. DOUTOR BELMINO CORREIA, 769 - NOVO CARMELO, Camaragibe - PE, 54762-303"
"AV. DR. BELMINIO CORREIA, 473 - CENTRO, Camaragibe - PE, 54762-000",-34.9666819,-8.0206461,"AV. DR. BELMINIO CORREIA, 473 - CENTRO, Camaragibe - PE, 54762-000"
"AV.DR.BELMINIO CORREIA, 2230 - TIMBI, Camaragibe - PE, 54768-000",-34.9853004,-8.0210586,"AV.DR.BELMINIO CORREIA, 2230 - TIMBI, Camaragibe - PE, 54768-000"
"AVENIDA DR. BELMIRO CORREIA, 504 - NOVO DO CARMELO, Camaragibe - PE, 54759-000",-34.9730304,-8.0187187,"AVENIDA DR. BELMIRO CORREIA, 504 - NOVO DO CARMELO, Camaragibe - PE, 54759-000"
"R.ADELINA DE SA,S/N - CENTRO, Camaçari - BA, 42800-060",-38.3253387,-12.7001896,"R.ADELINA DE SA,S/N - CENTRO, Camaçari - BA, 42800-060"
"R.DA RODOVIARIA,S/N - CENTRO, Camaçari - BA, 42800-400",-38.3195168,-12.7025285,"R.DA RODOVIARIA,S/N - CENTRO, Camaçari - BA, 42800-400"
"AL.MONTE DAS DUNAS,S/N,QD.4 - DISTR.MONTE GORDO, Camaçari - BA, 42827-000",-38.0762529,-12.6440232,"AL.MONTE DAS DUNAS,S/N,QD.4 - DISTR.MONTE GORDO, Camaçari - BA, 42827-000"
"AV DOUTOR MANOEL MERCES, NUM 136 - CENTRO, Camaçari - BA, 42800-914",-38.32985,-12.6918671,"AV DOUTOR MANOEL MERCES, NUM 136 - CENTRO, Camaçari - BA, 42800-914"
"AVENIDA JORGE AMADO, 100 - NOVA VITORIA, Camaçari - BA, 42802-906",-38.3159239,-12.7054606,"AVENIDA JORGE AMADO, 100 - NOVA VITORIA, Camaçari - BA, 42802-906"
"PRAÇA ABRANTES, 26 - CENTRO, Camaçari - BA, 42800-010",-38.3260063,-12.6998499,"PRAÇA ABRANTES, 26 - CENTRO, Camaçari - BA, 42800-010"
"AV. GETULIO VARGAS, 201 - CENTRO, Camaçari - BA, 42800-190",-38.325451,-12.7001444,"AV. GETULIO VARGAS, 201 - CENTRO, Camaçari - BA, 42800-190"
"RUA ADELINA DE SÁ, 284 - CENTRO, Camaçari - BA, 42800-060",-38.3256087,-12.7003271,"RUA ADELINA DE SÁ, 284 - CENTRO, Camaçari - BA, 42800-060"
"AV. 28 DE SETEMBRO, 575 - CAMAÇARI DE DENTRO, Camaçari - BA, 42807-000",-38.3314531,-12.6978877,"AV. 28 DE SETEMBRO, 575 - CAMAÇARI DE DENTRO, Camaçari - BA, 42807-000"
"RUA DA BANDEIRA, 162 - CENTRO, Camaçari - BA, 42800-000",-38.3252588,-12.7012214,"RUA DA BANDEIRA, 162 - CENTRO, Camaçari - BA, 42800-000"
"AVENIDA RADIAL A, 147 - CENTRO, Camaçari - BA, 42800-000",-38.3278271,-12.6989349,"AVENIDA RADIAL A, 147 - CENTRO, Camaçari - BA, 42800-000"
"PRAÇA DAS AMENDOEIRAS S/N. - AREMBEPE, Camaçari - BA, 42835-000",-38.3223994,-12.6943151,"PRAÇA DAS AMENDOEIRAS S/N. - AREMBEPE, Camaçari - BA, 42835-000"
"AVENIDA VINTE E OITO DE SETEMBRO, 340 - ALTO DA CRUZ, Camaçari - BA, 42803-902",-38.3294191,-12.6981008,"AVENIDA VINTE E OITO DE SETEMBRO, 340 - ALTO DA CRUZ, Camaçari - BA, 42803-902"
"RUA DUQUE DE CAXIAS, S/Nº - CENTRO, Camaçari - BA, 42800-150",-38.326622,-12.700511,"RUA DUQUE DE CAXIAS, S/Nº - CENTRO, Camaçari - BA, 42800-150"
"R FRANCISCO DRUMOND, 503 - CENTRO, Camaçari - BA, 42800-500",-38.3209493,-12.7049842,"R FRANCISCO DRUMOND, 503 - CENTRO, Camaçari - BA, 42800-500"
"AV.BRASIL,1258 - CENTRO, Cambará - PR, 86390-000",-50.073269,-23.0439685,"AV.BRASIL,1258 - CENTRO, Cambará - PR, 86390-000"
"AVENIDA BRASIL, NUM 1207 - CENTRO, Cambará - PR, 86390-000",-50.073036,-23.0434588,"AVENIDA BRASIL, NUM 1207 - CENTRO, Cambará - PR, 86390-000"
"AV. BRASIL, 1305 - CENTRO, Cambará - PR, 86390-000",-50.0730865,-23.0431475,"AV. BRASIL, 1305 - CENTRO, Cambará - PR, 86390-000"
"AV. BRASIL, 1245 - CENTRO, Cambará - PR, 86390-000",-50.0734382,-23.0421799,"AV. BRASIL, 1245 - CENTRO, Cambará - PR, 86390-000"
"AV. GETULIO VARGAS, 1201 - CENTRO, Cambará do Sul - RS, 95480-000",-50.1440659,-29.0489472,"AV. GETULIO VARGAS, 1201 - CENTRO, Cambará do Sul - RS, 95480-000"
"AV. BRASIL, 625 - CENTRO, Cambira - PR, 86890-000",-51.5801097,-23.6005264,"AV. BRASIL, 625 - CENTRO, Cambira - PR, 86890-000"
"R GETULIO VARGAS,85 - CENTRO, Camboriú - SC, 88340-347",-48.6511496,-27.0218687,"R GETULIO VARGAS,85 - CENTRO, Camboriú - SC, 88340-347"
"AVENIDA GETULIO VARGAS NUM 157 - CENTRO, Camboriú - SC, 88340-347",-48.6500932,-27.0216279,"AVENIDA GETULIO VARGAS NUM 157 - CENTRO, Camboriú - SC, 88340-347"
"RUA LAURO MULLER, 88 - CENTRO, Camboriú - SC, 88340-000",-48.6514788,-27.0223719,"RUA LAURO MULLER, 88 - CENTRO, Camboriú - SC, 88340-000"
"RUA GETULIO VARGAS, 112 - CENTRO, Camboriú - SC, 88340-000",-48.6506667,-27.0219022,"RUA GETULIO VARGAS, 112 - CENTRO, Camboriú - SC, 88340-000"
"PCA.DA BANDEIRA,14 - CENTRO, Cambuci - RJ, 28430-000",-41.913688,-21.576454,"PCA.DA BANDEIRA,14 - CENTRO, Cambuci - RJ, 28430-000"
"RUA MARIA JACOB, 222 - CENTRO, Cambuci - RJ, 28430-000",-41.9116014,-21.5771063,"RUA MARIA JACOB, 222 - CENTRO, Cambuci - RJ, 28430-000"
"AVENIDA VIRGILIO M. FRANCO, NUM 348 - CENTRO, Cambuquira - MG, 37420-000",-45.296747,-21.8463889,"AVENIDA VIRGILIO M. FRANCO, NUM 348 - CENTRO, Cambuquira - MG, 37420-000"
"PCA.CEL.JUSTINIANO,72 - CENTRO, Cambuí - MG, 37600-000",-46.057178,-22.6124725,"PCA.CEL.JUSTINIANO,72 - CENTRO, Cambuí - MG, 37600-000"
"RUA JOAO MOREIRA SALLES, NUM 190 - CENTRO, Cambuí - MG, 37600-000",-46.058174,-22.609868,"RUA JOAO MOREIRA SALLES, NUM 190 - CENTRO, Cambuí - MG, 37600-000"
"PRAÇA CORONEL JUSTINIANO, 52 - CENTRO, Cambuí - MG, 37600-000",-46.0574092,-22.6127405,"PRAÇA CORONEL JUSTINIANO, 52 - CENTRO, Cambuí - MG, 37600-000"
"RUA JOAO MOREIRA SALLES, 731 - VL NOSSA SRA APARECIDA, Cambuí - MG, 37600-000",-46.0577813,-22.6050687,"RUA JOAO MOREIRA SALLES, 731 - VL NOSSA SRA APARECIDA, Cambuí - MG, 37600-000"
"RUA JOAO MOREIRA SALES, 169 - CENTRO, Cambuí - MG, 37600-000",-46.05783,-22.6103481,"RUA JOAO MOREIRA SALES, 169 - CENTRO, Cambuí - MG, 37600-000"
"AV.INGLATERRA,751 - CENTRO, Cambé - PR, 86181-000",-51.2792233,-23.2778561,"AV.INGLATERRA,751 - CENTRO, Cambé - PR, 86181-000"
"AVENIDA INGLATERRA, NUM 680 - CENTRO, Cambé - PR, 86181-000",-51.2789897,-23.2775088,"AVENIDA INGLATERRA, NUM 680 - CENTRO, Cambé - PR, 86181-000"
"AV. INGLATERRA, 1025 - CENTRO, Cambé - PR, 86181-000",-51.281723,-23.2782985,"AV. INGLATERRA, 1025 - CENTRO, Cambé - PR, 86181-000"
"ROD. CELSO GARCIA CID, 2382 - JD. ANA ELIZA, Cambé - PR, 86188-000",-51.2257403,-23.3033719,"ROD. CELSO GARCIA CID, 2382 - JD. ANA ELIZA, Cambé - PR, 86188-000"
"AV. BRASIL, 54 - CENTRO, Cambé - PR, 86180-000",-51.2811568,-23.2784398,"AV. BRASIL, 54 - CENTRO, Cambé - PR, 86180-000"
"AVENIDA JOSE AFONSO DOS SANTOS, 13 - JARDIM SANTO AMARO, Cambé - PR, 86185-000",-51.2404397,-23.2885872,"AVENIDA JOSE AFONSO DOS SANTOS, 13 - JARDIM SANTO AMARO, Cambé - PR, 86185-000"
"AV INGLATERRA, 829 - CENTRO, Cambé - PR, 86181-000",-51.2801366,-23.2780002,"AV INGLATERRA, 829 - CENTRO, Cambé - PR, 86181-000"
"R.TREZE DE MAIO,3083 - CENTRO, Cametá - PA, 68400-000",-49.495212,-2.242211,"R.TREZE DE MAIO,3083 - CENTRO, Cametá - PA, 68400-000"
"RUA 23 DE NOVEMBRO, NUM 2010 - CENTRO, Cametá - PA, 68400-000",-49.500155,-2.2456455,"RUA 23 DE NOVEMBRO, NUM 2010 - CENTRO, Cametá - PA, 68400-000"
"RUA CEL RAIMUNDO LEAO, 824 - CENTRO, Cametá - PA, 68400-000",-49.5071542,-2.2517661,"RUA CEL RAIMUNDO LEAO, 824 - CENTRO, Cametá - PA, 68400-000"
"RUA CORONEL RAIMUNDO LEÃO, 760 - CENTRO, Cametá - PA, 68400-000",-49.507379,-2.2518395,"RUA CORONEL RAIMUNDO LEÃO, 760 - CENTRO, Cametá - PA, 68400-000"
"RUA PRACA JARDIM DOS ARTISTAS, S/N - CENTRO, Cametá - PA, 68400-000",-49.4983649,-2.2443,"RUA PRACA JARDIM DOS ARTISTAS, S/N - CENTRO, Cametá - PA, 68400-000"
"TR MONSENHOR MIGUEL INACIO, 228 - CENTRO, Cametá - PA, 68400-000",-49.4963811,-2.2453312,"TR MONSENHOR MIGUEL INACIO, 228 - CENTRO, Cametá - PA, 68400-000"
"R.JOSE DE ALENCAR,54 - CENTRO, Camocim - CE, 62400-000",-40.840646,-2.8986228,"R.JOSE DE ALENCAR,54 - CENTRO, Camocim - CE, 62400-000"
"RUA JOSE DE ALENCAR, NUM 357 - CENTRO, Camocim - CE, 62400-000",-40.843324,-2.899661,"RUA JOSE DE ALENCAR, NUM 357 - CENTRO, Camocim - CE, 62400-000"
"PRACA PINTO MARTINS, 500 - CENTRO, Camocim - CE, 62400-000",-40.8430471,-2.8982073,"PRACA PINTO MARTINS, 500 - CENTRO, Camocim - CE, 62400-000"
"AV.SIQUEIRA CAMPOS,169 - CENTRO, Camocim de São Félix - PE, 55665-000",-35.7632321,-8.3599256,"AV.SIQUEIRA CAMPOS,169 - CENTRO, Camocim de São Félix - PE, 55665-000"
"PCA.DOM FERRAO,87 - CENTRO, Campanha - MG, 37400-000",-45.4000606,-21.835586,"PCA.DOM FERRAO,87 - CENTRO, Campanha - MG, 37400-000"
"RUA DOUTOR BRANDAO, NUM 54 - CENTRO, Campanha - MG, 37400-000",-45.3998105,-21.8341907,"RUA DOUTOR BRANDAO, NUM 54 - CENTRO, Campanha - MG, 37400-000"
"PRACA DOM FERRAO, 49 - CENTRO, Campanha - MG, 37400-000",-45.400764,-21.8378869,"PRACA DOM FERRAO, 49 - CENTRO, Campanha - MG, 37400-000"
"RUA ANTONIO DUARTE, 50 - CENTRO, Campanário - MG, 39835-000",-41.7306466,-18.2423335,"RUA ANTONIO DUARTE, 50 - CENTRO, Campanário - MG, 39835-000"
"R.CEL.JOSE CUSTODIO,73 - CENTRO, Campestre - MG, 37730-000",-46.2453811,-21.71166,"R.CEL.JOSE CUSTODIO,73 - CENTRO, Campestre - MG, 37730-000"
"AVENIDA CEL. JOSE CUSTODIO, NUM 228 - CENTRO, Campestre - MG, 37730-000",-46.2435743,-21.7122189,"AVENIDA CEL. JOSE CUSTODIO, NUM 228 - CENTRO, Campestre - MG, 37730-000"
"PRACA BRASIL,, 33 - CENTRO, Campestre - MG, 37730-000",-46.2458112,-21.7115241,"PRACA BRASIL,, 33 - CENTRO, Campestre - MG, 37730-000"
"AVENIDA ANTONIO CARLOS, 652 - CENTRO, Campestre - MG, 37730-000",-46.2442918,-21.7136123,"AVENIDA ANTONIO CARLOS, 652 - CENTRO, Campestre - MG, 37730-000"
"RUA ANTONIO GOZZI, 355 - CENTRO, Campestre da Serra - RS, 95255-000",-51.093357,-28.795188,"RUA ANTONIO GOZZI, 355 - CENTRO, Campestre da Serra - RS, 95255-000"
"RUA ONILDO GOMES, 175 - CENTRO, Campestre do Maranhão - MA, 65968-000",-47.3653891,-6.1760585,"RUA ONILDO GOMES, 175 - CENTRO, Campestre do Maranhão - MA, 65968-000"
"R.SETE DE SETEMBRO,52 - CENTRO, Campina Grande - PB, 58400-105",-35.885333,-7.216867,"R.SETE DE SETEMBRO,52 - CENTRO, Campina Grande - PB, 58400-105"
"RUA ELPIDIO DE ALMEIDA, 125 - CATOLE, Campina Grande - PB, 58410-298",-35.876766,-7.226782,"RUA ELPIDIO DE ALMEIDA, 125 - CATOLE, Campina Grande - PB, 58410-298"
"R.APRIGIO VELOSO,882 - UNIVERSITARIO, Campina Grande - PB, 58429-140",-35.9106659,-7.217004,"R.APRIGIO VELOSO,882 - UNIVERSITARIO, Campina Grande - PB, 58429-140"
"AV.ASSIS CHATEAUBRIAND,S/N - ESTACAO VELHA, Campina Grande - PB, 58410-062",-35.8890074,-7.2325545,"AV.ASSIS CHATEAUBRIAND,S/N - ESTACAO VELHA, Campina Grande - PB, 58410-062"
"R.NILO PECANHA,568 - PRATA, Campina Grande - PB, 58400-515",-35.8956905,-7.2205838,"R.NILO PECANHA,568 - PRATA, Campina Grande - PB, 58400-515"
"R.INDEPENDENCIA,77 - S JOSE, Campina Grande - PB, 58400-468",-35.8927581,-7.2242661,"R.INDEPENDENCIA,77 - S JOSE, Campina Grande - PB, 58400-468"
"RUA PRESIDENTE EPITACIO PESSOA, NUM 42 - CENTRO, Campina Grande - PB, 58400-025",-35.885641,-7.215824,"RUA PRESIDENTE EPITACIO PESSOA, NUM 42 - CENTRO, Campina Grande - PB, 58400-025"
"AVENIDA PRESIDENTE GETULIO VARGAS, 632 - CENTRO, Campina Grande - PB, 58400-052",-35.8905495,-7.2178659,"AVENIDA PRESIDENTE GETULIO VARGAS, 632 - CENTRO, Campina Grande - PB, 58400-052"
"RUA MANOEL GONCALVES GUIMARAES, NUM 195 - JOSE PINHEIRO, Campina Grande - PB, 58407-363",-35.8760131,-7.2224138,"RUA MANOEL GONCALVES GUIMARAES, NUM 195 - JOSE PINHEIRO, Campina Grande - PB, 58407-363"
