enderecos,lon,lat,endereco_completo
"RUA BARAO DO AMAZONAS, 1235 - JD.BOTANICO, Porto Alegre - RS, 90670-004",-51.1890907,-30.0542961,"RUA BARAO DO AMAZONAS, 1235 - JD.BOTANICO, Porto Alegre - RS, 90670-004"
"AV.PROTASIO ALVES, 5420 - CHACARA DAS PEDRAS, Porto Alegre - RS, 91310-000",-51.1572666,-30.0409025,"AV.PROTASIO ALVES, 5420 - CHACARA DAS PEDRAS, Porto Alegre - RS, 91310-000"
"AVENIDA WENCESLAU ESCOBAR, 2320 - CRISTAL, Porto Alegre - RS, 91900-000",-51.2535685,-30.1088006,"AVENIDA WENCESLAU ESCOBAR, 2320 - CRISTAL, Porto Alegre - RS, 91900-000"
"AV.DO FORTE,1819 - VILA IPIRANGA, Porto Alegre - RS, 91360-001",-51.1511273,-30.0268028,"AV.DO FORTE,1819 - VILA IPIRANGA, Porto Alegre - RS, 91360-001"
"AV.EDUARDO PRADO, 2120 - IPANEMA, Porto Alegre - RS, 91751-000",-51.2195669,-30.1373128,"AV.EDUARDO PRADO, 2120 - IPANEMA, Porto Alegre - RS, 91751-000"
"AVENIDA SOLEDADE, 550, 3 ANDAR, SALA 302 - CENTRO, Porto Alegre - RS, 90470-340",-51.1784594,-30.0320499,"AVENIDA SOLEDADE, 550, 3 ANDAR, SALA 302 - CENTRO, Porto Alegre - RS, 90470-340"
"AV. BALTAZAR DE OLIVEIRA GARCIA, 1085 - JARDIM PLANALTO, Porto Alegre - RS, 91130-001",-51.1330182,-30.0106851,"AV. BALTAZAR DE OLIVEIRA GARCIA, 1085 - JARDIM PLANALTO, Porto Alegre - RS, 91130-001"
"RUA OLAVO BARRETO VIANA, 114 - MOINHOS DE VENTO, Porto Alegre - RS, 90570-070",-51.2008786,-30.0242397,"RUA OLAVO BARRETO VIANA, 114 - MOINHOS DE VENTO, Porto Alegre - RS, 90570-070"
"AVENIDA GETULIO VARGAS, 1345 - MENINO DEUS, Porto Alegre - RS, 90150-005",-51.2229373,-30.0566433,"AVENIDA GETULIO VARGAS, 1345 - MENINO DEUS, Porto Alegre - RS, 90150-005"
"AVENIDA TERESOPOLIS, 3117 - TERESÓPOLIS, Porto Alegre - RS, 90870-001",-51.2106657,-30.0807561,"AVENIDA TERESOPOLIS, 3117 - TERESÓPOLIS, Porto Alegre - RS, 90870-001"
"AVENIDA PROTASIO ALVES, 1180 - RIO BRANCO, Porto Alegre - RS, 90410-005",-51.1963768,-30.0400692,"AVENIDA PROTASIO ALVES, 1180 - RIO BRANCO, Porto Alegre - RS, 90410-005"
"AV. DOM PEDRO II, 1351, CONJUNTO 501 - - CENTRO, Porto Alegre - RS, 90550-143",-51.1867682,-30.0190391,"AV. DOM PEDRO II, 1351, CONJUNTO 501 - - CENTRO, Porto Alegre - RS, 90550-143"
"RUA CARLOS GOMES, 281 - AUXILIADORA, Porto Alegre - RS, 90480-003",-51.1835442,-30.0248769,"RUA CARLOS GOMES, 281 - AUXILIADORA, Porto Alegre - RS, 90480-003"
"RUA DOS ANDRADAS, 1744 - CENTRO, Porto Alegre - RS, 90020-012",-51.2241356,-30.0296255,"RUA DOS ANDRADAS, 1744 - CENTRO, Porto Alegre - RS, 90020-012"
"RUA FURRIEL LUIZ ANTÔNIO DE VARGAS,, 250 - BELA VISTA, Porto Alegre - RS, 90470-130",-51.1826414,-30.0272683,"RUA FURRIEL LUIZ ANTÔNIO DE VARGAS,, 250 - BELA VISTA, Porto Alegre - RS, 90470-130"
"AVENIDA CARLOS GOMES, 1672 - TRES FIGUEIRAS, Porto Alegre - RS, 90480-002",-51.1765539,-30.0350418,"AVENIDA CARLOS GOMES, 1672 - TRES FIGUEIRAS, Porto Alegre - RS, 90480-002"
"RUA SIQUEIRA CAMPOS,1184 - CJTO.301 - CENTRO, Porto Alegre - RS, 90010-001",-51.230092,-30.0277802,"RUA SIQUEIRA CAMPOS,1184 - CJTO.301 - CENTRO, Porto Alegre - RS, 90010-001"
"RUA URUGUAI, 171 - CENTRO, Porto Alegre - RS, 90010-140",-51.2289736,-30.0282652,"RUA URUGUAI, 171 - CENTRO, Porto Alegre - RS, 90010-140"
"RUA SETE DE SETEMBRO NR. 601 - CENTRO, Porto Alegre - RS, 90010-190",-51.2329903,-30.0301556,"RUA SETE DE SETEMBRO NR. 601 - CENTRO, Porto Alegre - RS, 90010-190"
"RUA SETE DE SETEMBRO, 1136 - CENTRO, Porto Alegre - RS, 90010-191",-51.2292769,-30.0287201,"RUA SETE DE SETEMBRO, 1136 - CENTRO, Porto Alegre - RS, 90010-191"
"RUA SETE DE SETEMBRO, 1177 - CENTRO, Porto Alegre - RS, 90010-191",-51.2288681,-30.0289601,"RUA SETE DE SETEMBRO, 1177 - CENTRO, Porto Alegre - RS, 90010-191"
"RUA BENJAMIN CONSTANT, 396 - SÃO JOÃO, Porto Alegre - RS, 90550-000",-51.1896367,-30.0075039,"RUA BENJAMIN CONSTANT, 396 - SÃO JOÃO, Porto Alegre - RS, 90550-000"
"AV. FARRAPOS, 2250 - FLORESTA, Porto Alegre - RS, 90220-002",-51.2037402,-30.0127237,"AV. FARRAPOS, 2250 - FLORESTA, Porto Alegre - RS, 90220-002"
"RUA BENJAMIM CONSTANT, 1850 - FLORESTA, Porto Alegre - RS, 90550-002",-51.1972293,-30.0175628,"RUA BENJAMIM CONSTANT, 1850 - FLORESTA, Porto Alegre - RS, 90550-002"
"AV OSVALDO ARANHA, 1220 - BOM FIM, Porto Alegre - RS, 90035-191",-51.2103693,-30.035649,"AV OSVALDO ARANHA, 1220 - BOM FIM, Porto Alegre - RS, 90035-191"
"AV. FARRAPOS, 2250 - FLORESTA, Porto Alegre - RS, 33461-244",-51.2037402,-30.0127237,"AV. FARRAPOS, 2250 - FLORESTA, Porto Alegre - RS, 33461-244"
"RUA BENJAMIN CONSTANT, 1850 - SAO JOAO, Porto Alegre - RS, 90550-002",-51.1972293,-30.0175628,"RUA BENJAMIN CONSTANT, 1850 - SAO JOAO, Porto Alegre - RS, 90550-002"
"AV. DA AZENHA, 965 - AZENHA, Porto Alegre - RS, 90160-002",-51.2136771,-30.0524121,"AV. DA AZENHA, 965 - AZENHA, Porto Alegre - RS, 90160-002"
"RUA 24 DE OUTUBRO, 382 - INDEPENDENCIA, Porto Alegre - RS, 90510-000",-51.2039963,-30.0267191,"RUA 24 DE OUTUBRO, 382 - INDEPENDENCIA, Porto Alegre - RS, 90510-000"
"AV. FARRAPOS,, 2250 - FLORESTA, Porto Alegre - RS, 90220-002",-51.2037402,-30.0127237,"AV. FARRAPOS,, 2250 - FLORESTA, Porto Alegre - RS, 90220-002"
"AV. ALBERTO BINS, 383 - CENTRO, Porto Alegre - RS, 90030-142",-51.2228477,-30.028346,"AV. ALBERTO BINS, 383 - CENTRO, Porto Alegre - RS, 90030-142"
"AV. BENTO GONCALVES, 1924 - PARTENON, Porto Alegre - RS, 90650-000",-51.1949408,-30.0578809,"AV. BENTO GONCALVES, 1924 - PARTENON, Porto Alegre - RS, 90650-000"
"AV. ASSIS BRASIL, 6536 - SARANDI, Porto Alegre - RS, 91140-000",-51.1295048,-29.9937352,"AV. ASSIS BRASIL, 6536 - SARANDI, Porto Alegre - RS, 91140-000"
"AV CARLOS GOMES, 1703 - AUXILIADORA, Porto Alegre - RS, 90480-005",-51.176981,-30.0358827,"AV CARLOS GOMES, 1703 - AUXILIADORA, Porto Alegre - RS, 90480-005"
"AV. ASSIS BRASIL, 2584 - PASSO D'AREIA, Porto Alegre - RS, 91010-002",-51.1615213,-30.0106972,"AV. ASSIS BRASIL, 2584 - PASSO D'AREIA, Porto Alegre - RS, 91010-002"
"R JOSE DE ALENCAR, 187 - MENINO DEUS, Porto Alegre - RS, 90880-481",-51.2298504,-30.0597124,"R JOSE DE ALENCAR, 187 - MENINO DEUS, Porto Alegre - RS, 90880-481"
"AV OTTO NIEMEYER, 2365 - CAMAQUA, Porto Alegre - RS, 91910-180",-51.2355472,-30.1038801,"AV OTTO NIEMEYER, 2365 - CAMAQUA, Porto Alegre - RS, 91910-180"
"AV. WENCESLAU ESCOBAR, 3086 - TRISTEZA, Porto Alegre - RS, 91900-000",-51.2538139,-30.1152296,"AV. WENCESLAU ESCOBAR, 3086 - TRISTEZA, Porto Alegre - RS, 91900-000"
"AV DO FORTE, 1628 - VILA IPIRANGA, Porto Alegre - RS, 91360-001",-51.1507393,-30.025044,"AV DO FORTE, 1628 - VILA IPIRANGA, Porto Alegre - RS, 91360-001"
"AV CARLOS GOMES,1348 - AUXILIADORA, Porto Alegre - RS, 90480-001",-51.1785472,-30.032911,"AV CARLOS GOMES,1348 - AUXILIADORA, Porto Alegre - RS, 90480-001"
"AVENIDA ASSIS BRASIL, 6.536 - SARANDI, Porto Alegre - RS, 91140-000",-51.1160109,-29.9783125,"AVENIDA ASSIS BRASIL, 6.536 - SARANDI, Porto Alegre - RS, 91140-000"
"AV SOLEDADE, 550 - PETROPOLIS, Porto Alegre - RS, 90470-340",-51.1784594,-30.0320499,"AV SOLEDADE, 550 - PETROPOLIS, Porto Alegre - RS, 90470-340"
"AV. ASSIS BRASIL, 2584 - PASSOS DA AREIA, Porto Alegre - RS, 91010-002",-51.1615213,-30.0106972,"AV. ASSIS BRASIL, 2584 - PASSOS DA AREIA, Porto Alegre - RS, 91010-002"
"AV. ALBERTO BINS,383 - CENTRO, Porto Alegre - RS, 90030-142",-51.2228477,-30.028346,"AV. ALBERTO BINS,383 - CENTRO, Porto Alegre - RS, 90030-142"
"AVENIDA CARLOS GOMES, 1348 - AUXILIADORA, Porto Alegre - RS, 90480-001",-51.1785472,-30.032911,"AVENIDA CARLOS GOMES, 1348 - AUXILIADORA, Porto Alegre - RS, 90480-001"
"RUA SETE DE SETEMBRO, 1080 - CENTRO, Porto Alegre - RS, 90101-191",-51.2299311,-30.0288713,"RUA SETE DE SETEMBRO, 1080 - CENTRO, Porto Alegre - RS, 90101-191"
"AV. DA AZENHA,965 - AZENHA, Porto Alegre - RS, 90160-002",-51.2136771,-30.0524121,"AV. DA AZENHA,965 - AZENHA, Porto Alegre - RS, 90160-002"
"RUA SETE DE SETEMBRO, 1080 - CENTRO, Porto Alegre - RS, 90010-191",-51.2299311,-30.0288713,"RUA SETE DE SETEMBRO, 1080 - CENTRO, Porto Alegre - RS, 90010-191"
"AV. CARLOS GOMES, 1703 - PETROPOLIS, Porto Alegre - RS, 90480-005",-51.176981,-30.0358827,"AV. CARLOS GOMES, 1703 - PETROPOLIS, Porto Alegre - RS, 90480-005"
"AVENIDA AZENHA, 855 - AZENHA, Porto Alegre - RS, 90160-002",-51.2134351,-30.0513917,"AVENIDA AZENHA, 855 - AZENHA, Porto Alegre - RS, 90160-002"
"PCA QUINZE DE NOVEMBRO, 60 - CENTRO HISTORICO, Porto Alegre - RS, 90020-080",-51.226551,-30.0282186,"PCA QUINZE DE NOVEMBRO, 60 - CENTRO HISTORICO, Porto Alegre - RS, 90020-080"
"PRACA XV DE NOVEMBRO,, 60 - CENTRO HISTORICO, Porto Alegre - RS, 90020-080",-51.226551,-30.0282186,"PRACA XV DE NOVEMBRO,, 60 - CENTRO HISTORICO, Porto Alegre - RS, 90020-080"
"AVENIDA OSVALDO ARANHA, 1220 - BOM FIM, Porto Alegre - RS, 90035-191",-51.2103693,-30.035649,"AVENIDA OSVALDO ARANHA, 1220 - BOM FIM, Porto Alegre - RS, 90035-191"
"RUA JOSE DE ALENCAR,, 187 - MENINO DE DEUS, Porto Alegre - RS, 90880-481",-51.2298504,-30.0597124,"RUA JOSE DE ALENCAR,, 187 - MENINO DE DEUS, Porto Alegre - RS, 90880-481"
"RUA SIQUEIRA CAMPOS, 1125 - CENTRO, Porto Alegre - RS, 90010-001",-51.2304082,-30.028738,"RUA SIQUEIRA CAMPOS, 1125 - CENTRO, Porto Alegre - RS, 90010-001"
"RUA SAO PEDRO, 862 - S.GERALDO, Porto Alegre - RS, 90230-123",-51.200696,-30.010918,"RUA SAO PEDRO, 862 - S.GERALDO, Porto Alegre - RS, 90230-123"
"RUA VICENTE FONTOURA, 2420 - SANTA CECILIA, Porto Alegre - RS, 90640-002",-51.1964142,-30.0407887,"RUA VICENTE FONTOURA, 2420 - SANTA CECILIA, Porto Alegre - RS, 90640-002"
"R SETE DE SETEMBRO, 1080 - CENTRO, Porto Alegre - RS, 90010-191",-51.2299311,-30.0288713,"R SETE DE SETEMBRO, 1080 - CENTRO, Porto Alegre - RS, 90010-191"
"RUA ANITA GARIBALDI, 600 - MONT SERRAT, Porto Alegre - RS, 90450-000",-51.1896284,-30.0266083,"RUA ANITA GARIBALDI, 600 - MONT SERRAT, Porto Alegre - RS, 90450-000"
"AV EDUARDO PRADO 1874 - CAVALHADA, Porto Alegre - RS, 91751-000",-51.2187066,-30.1354665,"AV EDUARDO PRADO 1874 - CAVALHADA, Porto Alegre - RS, 91751-000"
"AV DO FORTE 1628 / 1638 - VL IPIRANGA, Porto Alegre - RS, 91360-001",-51.1507393,-30.025044,"AV DO FORTE 1628 / 1638 - VL IPIRANGA, Porto Alegre - RS, 91360-001"
"AV PROSTÁSIO ALVES, 4382 - PETROPOLIS, Porto Alegre - RS, 91310-000",-51.1679547,-30.0404665,"AV PROSTÁSIO ALVES, 4382 - PETROPOLIS, Porto Alegre - RS, 91310-000"
"R 24 DE OUTUBRO, 382 - INDEPENDENCIA, Porto Alegre - RS, 90510-000",-51.2039963,-30.0267191,"R 24 DE OUTUBRO, 382 - INDEPENDENCIA, Porto Alegre - RS, 90510-000"
"AV CARLOS GOMES, 1348 - AUXILIADORA, Porto Alegre - RS, 90480-001",-51.1785472,-30.032911,"AV CARLOS GOMES, 1348 - AUXILIADORA, Porto Alegre - RS, 90480-001"
"R SETE DE SETEMBRO, 1177 - CENTRO, Porto Alegre - RS, 90010-191",-51.2288681,-30.0289601,"R SETE DE SETEMBRO, 1177 - CENTRO, Porto Alegre - RS, 90010-191"
"R RAMIRO BARCELOS, 1260 - INDEPENDENCIA, Porto Alegre - RS, 90035-002",-51.2081826,-30.0298619,"R RAMIRO BARCELOS, 1260 - INDEPENDENCIA, Porto Alegre - RS, 90035-002"
"AV VENANCIO AIRES, 116 - CIDADE BAIXA, Porto Alegre - RS, 90400-190",-51.2189078,-30.0424147,"AV VENANCIO AIRES, 116 - CIDADE BAIXA, Porto Alegre - RS, 90400-190"
"AVENIDA SOLEDADE, 550 - PETROPOLIS, Porto Alegre - RS, 90470-340",-51.1784594,-30.0320499,"AVENIDA SOLEDADE, 550 - PETROPOLIS, Porto Alegre - RS, 90470-340"
"AV DR NILO PECANHA, 2320 - BOA VISTA, Porto Alegre - RS, 91330-002",-51.1691189,-30.0279409,"AV DR NILO PECANHA, 2320 - BOA VISTA, Porto Alegre - RS, 91330-002"
"AV GOETHE,  20, 0 - RIO BRANCO, Porto Alegre - RS, 90430-100",-51.2011543,-30.0298343,"AV GOETHE,  20, 0 - RIO BRANCO, Porto Alegre - RS, 90430-100"
"R 7 DE SETEMBRO, 1100 - CENTRO HISTORICO, Porto Alegre - RS, 90010-191",-51.2296858,-30.0287095,"R 7 DE SETEMBRO, 1100 - CENTRO HISTORICO, Porto Alegre - RS, 90010-191"
"AV PRAIA DE BELAS, 1212 - PRAIA DE BELAS, Porto Alegre - RS, 90110-000",-51.2270282,-30.0495331,"AV PRAIA DE BELAS, 1212 - PRAIA DE BELAS, Porto Alegre - RS, 90110-000"
"AV SOLEDADE, 550 - PETRÓPOLIS, Porto Alegre - RS, 00000-000",-51.1784594,-30.0320499,"AV SOLEDADE, 550 - PETRÓPOLIS, Porto Alegre - RS, 00000-000"
"RUA CAPITAO MONTANHA, 177 - CENTRO, Porto Alegre - RS, 90000-000",-51.2320438,-30.0295567,"RUA CAPITAO MONTANHA, 177 - CENTRO, Porto Alegre - RS, 90000-000"
"RUA VISCONDE DO HERVAL, 1350 - AZENHA, Porto Alegre - RS, 90060-000",-51.2148045,-30.0537985,"RUA VISCONDE DO HERVAL, 1350 - AZENHA, Porto Alegre - RS, 90060-000"
"AV. OSVALDO ARANHA, 1246 - BONFIM, Porto Alegre - RS, 90210-000",-51.2101223,-30.0359398,"AV. OSVALDO ARANHA, 1246 - BONFIM, Porto Alegre - RS, 90210-000"
"AV. PROTÁSIO ALVES, 848 - CAMINHO DO MEIO, Porto Alegre - RS, 90410-000",-51.199622,-30.0392497,"AV. PROTÁSIO ALVES, 848 - CAMINHO DO MEIO, Porto Alegre - RS, 90410-000"
"AV. BORGES DE MEDEIROS, 1210 - CENTRO HISTORICO, Porto Alegre - RS, 90020-024",-51.2278663,-30.0373457,"AV. BORGES DE MEDEIROS, 1210 - CENTRO HISTORICO, Porto Alegre - RS, 90020-024"
"AV. JULIO DE CASTILHOS, 505 - CENTRO, Porto Alegre - RS, 90030-131",-51.2218768,-30.0248833,"AV. JULIO DE CASTILHOS, 505 - CENTRO, Porto Alegre - RS, 90030-131"
"AV. ASSIS BRASIL, 2942 - CRISTO REDENTOR, Porto Alegre - RS, 91010-002",-51.157821,-30.0102766,"AV. ASSIS BRASIL, 2942 - CRISTO REDENTOR, Porto Alegre - RS, 91010-002"
"RUA CRISTOVAO COLOMBO, 1374 - FLORESTA, Porto Alegre - RS, 90460-000",-51.2067661,-30.0197076,"RUA CRISTOVAO COLOMBO, 1374 - FLORESTA, Porto Alegre - RS, 90460-000"
"AV. PROFESSOR OSCAR PEREIRA, 2542 - GLÓRIA, Porto Alegre - RS, 90660-080",-51.2028079,-30.0727539,"AV. PROFESSOR OSCAR PEREIRA, 2542 - GLÓRIA, Porto Alegre - RS, 90660-080"
"AV. GETULIO VARGAS, 1627 - MENINO DEUS, Porto Alegre - RS, 90150-005",-51.2233864,-30.0593373,"AV. GETULIO VARGAS, 1627 - MENINO DEUS, Porto Alegre - RS, 90150-005"
"RUA 24 DE OUTUBRO, 1200 - MOINHOS DE VENTO, Porto Alegre - RS, 90460-000",-51.1967198,-30.0229183,"RUA 24 DE OUTUBRO, 1200 - MOINHOS DE VENTO, Porto Alegre - RS, 90460-000"
"AV. FRANCA, 646 - NAVEGANTES, Porto Alegre - RS, 90230-220",-51.2001638,-30.0035,"AV. FRANCA, 646 - NAVEGANTES, Porto Alegre - RS, 90230-220"
"AV. BENTO GONCALVES, 1800 - PARTENON, Porto Alegre - RS, 90650-000",-51.1959215,-30.0572295,"AV. BENTO GONCALVES, 1800 - PARTENON, Porto Alegre - RS, 90650-000"
"AV. ASSIS BRASIL, 262 - PASSO DA AREIA, Porto Alegre - RS, 91010-000",-51.1145937,-29.9640569,"AV. ASSIS BRASIL, 262 - PASSO DA AREIA, Porto Alegre - RS, 91010-000"
"AV. PROTASIO ALVES, 2553 - PETRÓPOLIS, Porto Alegre - RS, 90410-002",-51.1835244,-30.0436944,"AV. PROTASIO ALVES, 2553 - PETRÓPOLIS, Porto Alegre - RS, 90410-002"
"AV. SÃO PEDRO, 574 - SÃO GERALDO, Porto Alegre - RS, 90230-120",-51.2035352,-30.0098799,"AV. SÃO PEDRO, 574 - SÃO GERALDO, Porto Alegre - RS, 90230-120"
"AV. TERESOPOLIS, 3621 - TERESOPOLIS, Porto Alegre - RS, 90870-001",-51.2142699,-30.0839679,"AV. TERESOPOLIS, 3621 - TERESOPOLIS, Porto Alegre - RS, 90870-001"
"AV. WENCESLAU ESCOBAR, 2971 - TRISTEZA, Porto Alegre - RS, 91900-000",-51.2548441,-30.1143935,"AV. WENCESLAU ESCOBAR, 2971 - TRISTEZA, Porto Alegre - RS, 91900-000"
"RUA VIGARIO JOSE INACIO, 395 - CENTRO HISTORICO, Porto Alegre - RS, 90020-150",-51.2258161,-30.0292059,"RUA VIGARIO JOSE INACIO, 395 - CENTRO HISTORICO, Porto Alegre - RS, 90020-150"
"AV.DOS ESTADOS, 2001 - ANCHIETA, Porto Alegre - RS, 90200-001",-51.1786026,-29.9790922,"AV.DOS ESTADOS, 2001 - ANCHIETA, Porto Alegre - RS, 90200-001"
"AV. FERNANDO FERRARI, 1001 - ANCHIETA, Porto Alegre - RS, 90200-000",-51.1676891,-29.9770433,"AV. FERNANDO FERRARI, 1001 - ANCHIETA, Porto Alegre - RS, 90200-000"
"RUA SETE DE SETEMBRO, 1109 - CENTRO, Porto Alegre - RS, 90010-191",-51.2294441,-30.029003,"RUA SETE DE SETEMBRO, 1109 - CENTRO, Porto Alegre - RS, 90010-191"
"RUA DR CECILIO MONZA, 10827 - BELEM NOVO, Porto Alegre - RS, 91780-060",-51.181516,-30.2090446,"RUA DR CECILIO MONZA, 10827 - BELEM NOVO, Porto Alegre - RS, 91780-060"
"RUA MANOELITO DE ORNELLAS, 50 - PRAIA DE BELAS, Porto Alegre - RS, 90110-160",-51.2312744,-30.0464284,"RUA MANOELITO DE ORNELLAS, 50 - PRAIA DE BELAS, Porto Alegre - RS, 90110-160"
"AV. PROTASIO ALVES, 5555 - BOM JESUS, Porto Alegre - RS, 91310-002",-51.1559667,-30.0415361,"AV. PROTASIO ALVES, 5555 - BOM JESUS, Porto Alegre - RS, 91310-002"
"AV. DO FORTE, 1128 - VILA  IPIRANGA, Porto Alegre - RS, 91360-001",-51.1516951,-30.0205121,"AV. DO FORTE, 1128 - VILA  IPIRANGA, Porto Alegre - RS, 91360-001"
"AV. ASSIS BRASIL, 6464 - SARANDI, Porto Alegre - RS, 91140-000",-51.13001,-29.994304,"AV. ASSIS BRASIL, 6464 - SARANDI, Porto Alegre - RS, 91140-000"
"AV. RAMIRO BARCELOS, 1274 - INDEPENDENCIA, Porto Alegre - RS, 90000-000",-51.2082269,-30.0301227,"AV. RAMIRO BARCELOS, 1274 - INDEPENDENCIA, Porto Alegre - RS, 90000-000"
"AV. CAVALHADA, 2613 - CAVALHADA, Porto Alegre - RS, 91740-001",-51.2313893,-30.1002831,"AV. CAVALHADA, 2613 - CAVALHADA, Porto Alegre - RS, 91740-001"
"AV. BENTO GONCALVES, 5253 - SÃO JOSÉ, Porto Alegre - RS, 91540-000",-51.1628629,-30.0623908,"AV. BENTO GONCALVES, 5253 - SÃO JOSÉ, Porto Alegre - RS, 91540-000"
"RUA 24 DE OUTUBRO, 847 - PARCÃO, Porto Alegre - RS, 90510-002",-51.2000994,-30.0242638,"RUA 24 DE OUTUBRO, 847 - PARCÃO, Porto Alegre - RS, 90510-002"
"RUA DOS ANDRADAS, 1730 - CENTRO, Porto Alegre - RS, 90020-012",-51.2243093,-30.0295714,"RUA DOS ANDRADAS, 1730 - CENTRO, Porto Alegre - RS, 90020-012"
"AV. CRISTOVAO COLOMBO, 2194 - FLORESTA, Porto Alegre - RS, 90560-004",-51.198881,-30.0178414,"AV. CRISTOVAO COLOMBO, 2194 - FLORESTA, Porto Alegre - RS, 90560-004"
"ESTRADA EDUARDO PRADO, 1954 - IPANEMA, Porto Alegre - RS, 91751-000",-51.2187746,-30.1359637,"ESTRADA EDUARDO PRADO, 1954 - IPANEMA, Porto Alegre - RS, 91751-000"
"AV. CARLOS GOMES, 615 - AUXILIADORA, Porto Alegre - RS, 90480-003",-51.1822737,-30.0273312,"AV. CARLOS GOMES, 615 - AUXILIADORA, Porto Alegre - RS, 90480-003"
"AV. PRAIA DE BELAS, 1181 - PRAIA DE BELAS, Porto Alegre - RS, 90110-001",-51.2288272,-30.0500065,"AV. PRAIA DE BELAS, 1181 - PRAIA DE BELAS, Porto Alegre - RS, 90110-001"
"AV. PROTASIO ALVES, 1101 - STA CECILIA, Porto Alegre - RS, 90410-001",-51.1973151,-30.0402822,"AV. PROTASIO ALVES, 1101 - STA CECILIA, Porto Alegre - RS, 90410-001"
"RUA DOM PEDRO II, 390 - SAO JOAO, Porto Alegre - RS, 90550-140",-51.1886886,-30.0101165,"RUA DOM PEDRO II, 390 - SAO JOAO, Porto Alegre - RS, 90550-140"
"AV. PRAIA DE BELAS, 1750 - PRAIA DE BELAS, Porto Alegre - RS, 90110-000",-51.2285303,-30.0540416,"AV. PRAIA DE BELAS, 1750 - PRAIA DE BELAS, Porto Alegre - RS, 90110-000"
"AV. LOUREIRO DA SILVA, 2001 - CIDADE BAIXA, Porto Alegre - RS, 90050-240",-51.2219994,-30.0353607,"AV. LOUREIRO DA SILVA, 2001 - CIDADE BAIXA, Porto Alegre - RS, 90050-240"
"AV. WENCESLAU ESCOBAR, 1823 - CRISTAL, Porto Alegre - RS, 91900-000",-51.2555957,-30.1118385,"AV. WENCESLAU ESCOBAR, 1823 - CRISTAL, Porto Alegre - RS, 91900-000"
"AV. BENTO GONCALVES, 6196 - SÃO JOSÉ, Porto Alegre - RS, 91540-000",-51.1534425,-30.0650179,"AV. BENTO GONCALVES, 6196 - SÃO JOSÉ, Porto Alegre - RS, 91540-000"
"RUA CRISTOVAO PEREIRA, 48 - PASSO D AREIA, Porto Alegre - RS, 91030-420",-51.167673,-30.0113408,"RUA CRISTOVAO PEREIRA, 48 - PASSO D AREIA, Porto Alegre - RS, 91030-420"
"AV. JOAO PESSOA, 1318, 1318 - FARROUPILHA, Porto Alegre - RS, 90040-001",-51.215025,-30.0426607,"AV. JOAO PESSOA, 1318, 1318 - FARROUPILHA, Porto Alegre - RS, 90040-001"
"RUA DUQUE DE CAXIAS, 957 - CENTRO, Porto Alegre - RS, 90010-282",-51.231927,-30.0334323,"RUA DUQUE DE CAXIAS, 957 - CENTRO, Porto Alegre - RS, 90010-282"
"RUA GENERAL ANDRADE NEVES, 185 - CENTRO, Porto Alegre - RS, 90010-210",-51.2280606,-30.0308202,"RUA GENERAL ANDRADE NEVES, 185 - CENTRO, Porto Alegre - RS, 90010-210"
"AV. JOAO ANTONIO DA SILVEIRA, 2015 - RESTINGA, Porto Alegre - RS, 91790-060",-51.1375613,-30.1543682,"AV. JOAO ANTONIO DA SILVEIRA, 2015 - RESTINGA, Porto Alegre - RS, 91790-060"
"ESTRADA JOÃO DE OLIVEIRA REMIÃO, 6699 - LOMBA DO PINHEIRO, Porto Alegre - RS, 91560-000",-51.108763,-30.1206195,"ESTRADA JOÃO DE OLIVEIRA REMIÃO, 6699 - LOMBA DO PINHEIRO, Porto Alegre - RS, 91560-000"
"AV. AZENHA, 473 - AZENHA, Porto Alegre - RS, 90160-080",-51.2138351,-30.0480143,"AV. AZENHA, 473 - AZENHA, Porto Alegre - RS, 90160-080"
"AV. BORGES DE MEDEIROS, 1501 - PRAIA DE BELAS, Porto Alegre - RS, 90110-150",-51.2310201,-30.0404427,"AV. BORGES DE MEDEIROS, 1501 - PRAIA DE BELAS, Porto Alegre - RS, 90110-150"
"AV. IPIRANGA, 6681 - JARDIM CARVALHO, Porto Alegre - RS, 90610-001",-51.172761,-30.0547675,"AV. IPIRANGA, 6681 - JARDIM CARVALHO, Porto Alegre - RS, 90610-001"
"AV. BALTAZAR DE OLIVEIRA GARCIA, 2132 - RUBEM BERTA, Porto Alegre - RS, 91150-000",-51.1232288,-30.0132704,"AV. BALTAZAR DE OLIVEIRA GARCIA, 2132 - RUBEM BERTA, Porto Alegre - RS, 91150-000"
"AV. CRISTOVAO COLOMBO, 545 - FLORESTA, Porto Alegre - RS, 90560-000",-51.2120977,-30.026321,"AV. CRISTOVAO COLOMBO, 545 - FLORESTA, Porto Alegre - RS, 90560-000"
"RUA DOUTOR CAMPOS VELHO, 579 - CRISTAL, Porto Alegre - RS, 90820-001",-51.2405124,-30.0924568,"RUA DOUTOR CAMPOS VELHO, 579 - CRISTAL, Porto Alegre - RS, 90820-001"
"AV. OTTO NIEMEYER, 2230 - TRISTEZA, Porto Alegre - RS, 91910-001",-51.2372913,-30.1038186,"AV. OTTO NIEMEYER, 2230 - TRISTEZA, Porto Alegre - RS, 91910-001"
